Price,Adj Close,Close,High,Low,Open,Volume,MA20
Ticker,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,
Date,,,,,,,
