Price,Close,High,Low,Open,Volume,MA20
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,
Date,,,,,,
2026-05-29,732.4359130859375,748.1264133157719,725.7465633447872,733.9115075895189,101299431,755.9987030029297
2026-06-01,730.6160278320312,740.1089829912345,727.1729740345589,736.8135126590627,47996441,754.1935577392578
2026-06-02,736.0757446289062,741.3386744827858,721.2214502442791,725.0087855549667,47314447,753.0106262207031
2026-06-03,741.3878784179688,744.5849997963322,730.5176176978582,732.3375535846441,36109480,750.9005279541016
2026-06-04,741.9288940429688,744.9784318589446,732.8785694984622,736.9610714527732,42673538,748.842074584961
2026-06-05,734.8952026367188,746.355676758121,732.5342875674706,741.6829610502508,22116568,747.1795715332031
2026-06-08,726.6319580078125,729.4355636015806,722.5494557860566,725.9925096938186,21550700,745.9499114990234
2026-06-09,726.3367919921875,731.8457142768752,720.3852393810432,727.4189306755471,38539563,745.3547546386719
2026-06-10,734.698486328125,743.6504624272108,724.418559222074,724.5169081730804,44458159,745.2194915771485
2026-06-11,732.485107421875,743.699649970007,728.0583237911012,730.9111639255492,32632007,743.9922882080078
2026-06-12,759.8819580078125,761.8494172504803,740.8467538097462,742.4207572291352,36088159,744.2357604980468
2026-06-15,764.7022094726562,780.5894671305239,762.980682607529,777.1464134002696,39990334,744.6636810302734
2026-06-16,772.1294555664062,774.8838866823837,766.7681167622869,767.8010209255166,27820970,745.767919921875
2026-06-17,774.2935791015625,781.376444549763,770.3586605239058,774.8346784396643,32405604,747.1254638671875
2026-06-18,786.0,789.8857441736253,773.4082723338255,773.7033792240301,41492071,749.0855438232422
2026-06-19,779.7999877929688,789.0499877929688,776.2000122070312,788.7000122070312,33798761,750.3593475341797
2026-06-22,786.4000244140625,789.9000244140625,783.0999755859375,789.9000244140625,25194765,750.9769653320312
2026-06-23,774.6500244140625,790.9000244140625,772.5499877929688,783.0499877929688,28289062,751.3981140136718
2026-06-24,793.2000122070312,794.9000244140625,772.6500244140625,773.0,34701292,753.742788696289
2026-06-25,796.2999877929688,804.4500122070312,794.75,798.5,46707966,756.2424621582031
2026-06-26,796.2999877929688,796.2999877929688,796.2999877929688,796.2999877929688,0,759.4356658935546
2026-06-29,798.9000244140625,805.9000244140625,793.2999877929688,800.0,46695977,762.8498657226562
2026-06-30,797.9500122070312,806.0999755859375,792.75,806.0999755859375,45778356,765.9435791015625
2026-07-01,796.1500244140625,802.25,793.5,793.5,26094378,768.6816864013672
2026-07-02,795.9000244140625,805.4500122070312,794.0,795.0,34143823,771.3802429199219
2026-07-03,801.0499877929688,807.0,798.5499877929688,803.0,25871958,774.6879821777344
2026-07-06,829.8499755859375,831.5,805.0,805.0,63203327,779.8488830566406
2026-07-07,829.2999877929688,843.0,826.0999755859375,843.0,57611729,784.9970428466797
2026-07-08,810.2999877929688,834.3499755859375,806.9500122070312,825.9000244140625,38754632,788.7771179199219
